Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,78.244278,78.330154,76.221375,77.251907,73.287788,10502637
2021-01-05,76.975189,77.671753,76.250000,77.385498,73.414513,10956526
2021-01-06,76.889313,78.950378,76.631676,78.606873,74.573227,10521396
2021-01-07,78.769081,80.505722,78.311066,80.171753,76.057800,10447931
2021-01-08,80.505722,80.505722,78.769081,79.227097,75.161621,9563105
2021-01-11,79.675575,81.679390,79.437019,81.106873,76.944931,13488179
2021-01-12,81.221375,81.240456,78.769081,79.284348,75.215935,10128606
2021-01-13,79.551529,79.551529,78.454201,78.568703,74.537010,10093812
2021-01-14,78.645035,79.007637,78.129768,78.406487,74.383118,11366398
2021-01-15,78.091606,79.675575,77.824425,79.561066,75.478455,10203538
2021-01-19,79.742363,80.057251,78.874046,79.379768,75.306458,8467316
2021-01-20,79.437019,79.723282,78.501907,78.683205,74.645638,11097901
2021-01-21,78.062981,78.530533,77.251907,77.461830,73.486946,9043716
2021-01-22,77.185112,77.700378,77.061066,77.270988,73.305893,9436926
2021-01-25,77.013359,77.471375,76.393127,77.433205,73.459778,9957677
2021-01-26,77.433205,77.433205,76.459923,76.574425,72.645073,7748283
2021-01-27,76.202293,76.402672,73.320610,73.540077,69.766426,16230376
2021-01-28,73.549622,74.914124,73.540077,74.351143,70.535873,12972039
2021-01-29,74.417938,74.780533,72.891220,73.540077,69.766426,10671470
2021-02-01,74.417938,74.742363,73.797707,73.816795,70.028938,8224599
2021-02-02,74.227097,75.305344,74.141220,74.208015,70.400101,9866710
2021-02-03,74.083969,74.570610,73.616409,73.778625,69.992729,10034810
2021-02-04,73.444656,73.482826,72.080154,72.547707,68.824974,18867563
2021-02-05,72.929390,73.454201,71.956108,72.328247,68.616783,13901825
2021-02-08,72.375954,72.700378,71.240456,71.603050,67.928795,16718534
2021-02-09,71.660301,71.727097,70.954201,71.603050,67.928795,13484616
2021-02-10,71.870232,71.927483,71.125954,71.459923,67.793022,11721566
2021-02-11,71.383591,71.660301,70.830154,71.316795,67.657234,8780982
2021-02-12,71.297707,71.669846,71.125954,71.564888,67.892586,6738116
2021-02-16,71.917938,71.975189,70.658394,70.849236,67.213669,9734453
2021-02-17,71.049622,72.576340,70.963737,72.080154,68.381409,13876463
2021-02-18,71.822517,72.404579,71.603050,71.956108,68.263741,10004627
2021-02-19,71.984734,72.051529,70.858780,70.906487,67.267975,12388198
2021-02-22,71.087784,71.622139,70.353050,71.498093,67.829231,8612464
2021-02-23,71.841606,72.480919,71.049622,71.125954,67.476181,10900458
2021-02-24,71.374046,71.822517,70.982826,71.154579,67.503342,9838834
2021-02-25,70.811066,71.564888,70.687019,71.202293,67.548607,10906955
2021-02-26,71.030533,71.288170,69.217560,69.293892,65.738136,17644862
2021-03-01,69.856873,70.028625,68.874046,69.064888,65.520874,12594864
2021-03-02,69.503815,70.124046,69.083969,69.513359,65.946335,16047290
2021-03-03,69.484734,70.353050,69.103050,69.942749,66.353699,13939972
2021-03-04,69.828247,69.961830,68.435112,68.864502,65.330780,15975188
2021-03-05,69.188934,70.047707,68.711830,69.780533,66.199806,12241164
2021-03-08,70.963737,72.099236,70.038170,70.772903,67.141243,15391347
2021-03-09,71.145035,72.003815,70.734734,70.744278,67.114098,14189920
2021-03-10,71.335876,71.784348,70.706108,71.335876,67.675323,12827310
2021-03-11,71.459923,71.908394,71.173660,71.211830,67.557655,13205324
2021-03-12,70.639313,71.459923,70.601143,71.183205,68.123833,11493940
2021-03-15,72.041985,73.053436,71.641220,72.738548,69.612320,17999295
2021-03-16,72.662216,73.635498,72.652672,73.291985,70.141975,15697887
2021-03-17,73.215652,73.950378,72.490456,73.759544,70.589447,17533878
2021-03-18,73.721375,74.608780,73.673660,73.730919,70.562042,14274179
2021-03-19,73.711830,74.666031,72.538170,73.959923,70.781204,58225203
2021-03-22,72.328247,74.427483,72.080154,73.959923,70.781204,11352879
2021-03-23,73.559158,73.778625,72.547707,72.776718,69.648865,11651245
2021-03-24,72.585876,73.167938,72.433205,72.748093,69.621452,9135416
2021-03-25,72.919846,73.101143,71.860687,72.585876,69.466209,10700918
2021-03-26,72.662216,73.921753,72.375954,73.845421,70.671623,10389767
2021-03-29,73.778625,74.952293,73.635498,74.713737,71.502617,11448562
2021-03-30,74.427483,74.503815,73.272903,73.435112,70.278954,10123366
2021-03-31,73.568703,74.131676,73.129768,73.559158,70.397659,13598219
2021-04-01,73.625954,73.912216,73.301529,73.559158,70.397659,9121373
2021-04-05,73.969467,74.341606,73.263359,73.473282,70.315475,9828144
2021-04-06,73.387405,73.416031,72.175575,72.318703,69.210533,13394698
2021-04-07,72.595421,72.900764,72.251907,72.633591,69.511871,8970566
2021-04-08,72.595421,72.900764,71.832062,72.032440,68.936562,12007984
2021-04-09,72.051529,72.881676,71.975189,72.814888,69.685379,8177439
2021-04-12,72.872139,73.091606,72.500000,72.729012,69.603195,9970672
2021-04-13,72.490456,73.244278,72.395035,72.929390,69.794960,8627346
2021-04-14,72.805344,73.272903,72.538170,72.900764,69.767563,8415545
2021-04-15,72.566795,73.788170,72.566795,73.148857,70.004997,14541734
2021-04-16,73.711830,74.188934,73.301529,73.921753,70.744675,12512806
2021-04-19,74.141220,74.227097,73.444656,74.103050,70.918182,8536903
2021-04-20,74.122139,75.515266,74.122139,74.971375,71.749191,11009345
2021-04-21,75.314888,75.849236,75.066795,75.601143,72.351883,11817248
