Date,Open,High,Low,Close,Adj Close,Volume
2021-04-22,75.381676,75.438934,74.007637,74.389313,71.192131,13330560
2021-04-23,74.293892,74.618324,73.912216,74.312981,71.119087,8598840
2021-04-26,74.293892,74.341606,73.759544,73.979012,70.799477,7834219
2021-04-27,73.874046,74.370232,73.683205,73.816795,70.644226,9095802
2021-04-28,74.055344,74.456108,73.339699,73.559158,70.397659,11628398
2021-04-29,72.041985,72.270988,69.513359,70.305344,67.283699,30602753
2021-04-30,70.209923,71.641220,70.114502,71.087784,68.032509,18052114
2021-05-03,70.858780,72.538170,70.820610,72.500000,69.384026,12543302
2021-05-04,72.595421,72.967560,72.070610,72.509544,69.393166,10418587
2021-05-05,72.614502,74.169846,72.270988,74.141220,70.954712,16795143
2021-05-06,73.893127,74.293892,73.177483,74.217560,71.027763,12871641
2021-05-07,74.437019,75.057251,74.322517,74.818703,71.603073,12237496
2021-05-10,75.209923,75.553436,74.580154,74.589699,71.383919,10939758
2021-05-11,74.265266,75.057251,73.616409,73.912216,70.735558,12148102
2021-05-12,74.150764,74.933205,73.759544,74.427483,71.228676,13379711
2021-05-13,74.322517,75.372139,74.083969,75.085876,71.858765,10830451
2021-05-14,75.438934,75.524811,74.637405,74.704201,71.493500,8273122
2021-05-17,75.066795,76.498093,74.990456,76.211830,72.936333,12532508
2021-05-18,75.706108,76.145035,75.276718,75.744278,72.488869,7943106
2021-05-19,75.314888,75.763359,74.379768,75.725189,72.470604,9132796
2021-05-20,75.314888,76.326340,75.286263,76.011452,72.744560,7345222
2021-05-21,76.269081,76.660301,75.458015,75.553436,72.306229,10863987
2021-05-24,75.887405,76.001907,75.343513,75.410301,72.169250,8737910
2021-05-25,75.381676,75.620232,73.912216,73.950378,70.772072,14331714
2021-05-26,73.998093,74.208015,73.444656,73.692749,70.525505,9686454
2021-05-27,73.950378,74.045799,72.404579,72.442749,69.329224,17675149
2021-05-28,72.538170,72.900764,72.328247,72.414124,69.301842,13969735
2021-06-01,72.576340,72.652672,71.593513,71.736641,68.653473,15798914
2021-06-02,71.860687,72.604965,71.822517,72.395035,69.283569,11830453
2021-06-03,73.220001,74.000000,72.900002,73.910004,70.733429,15974400
2021-06-04,74.199997,74.480003,73.900002,74.110001,70.924835,12728500
2021-06-07,74.139999,74.199997,72.779999,72.800003,69.671135,16794400
2021-06-08,72.949997,73.169998,72.080002,72.400002,69.288330,13657700
2021-06-09,73.000000,74.300003,72.949997,74.040001,70.857841,12258700
2021-06-10,75.230003,76.470001,74.739998,76.139999,72.867584,17236700
2021-06-11,76.709999,76.860001,75.610001,76.269997,72.991997,13928400
2021-06-14,75.739998,75.800003,74.879997,75.449997,72.827896,7841400
2021-06-15,75.500000,75.769997,74.720001,75.699997,73.069214,14185700
2021-06-16,76.220001,77.550003,76.190002,76.610001,73.947594,17576900
2021-06-17,76.339996,77.470001,75.989998,77.230003,74.546051,14233200
2021-06-18,76.739998,77.220001,76.160004,76.610001,73.947594,19351900
2021-06-21,76.889999,77.290001,76.550003,76.750000,74.082726,10880800
2021-06-22,76.589996,76.739998,76.010002,76.190002,73.542191,10957500
2021-06-23,75.849998,76.260002,75.550003,75.580002,72.953392,9539100
2021-06-24,75.730003,76.639999,75.730003,76.360001,73.706276,8601900
2021-06-25,76.059998,77.970001,76.050003,77.199997,74.517090,50285200
2021-06-28,77.250000,77.739998,76.790001,76.860001,74.188904,8796200
2021-06-29,77.000000,77.330002,76.820000,77.209999,74.526733,7696600
2021-06-30,77.400002,78.089996,77.230003,77.769997,75.067268,13811900
2021-07-01,77.650002,78.150002,77.510002,77.989998,75.279633,9212000
2021-07-02,78.040001,78.769997,77.760002,78.599998,75.868431,7668000
2021-07-06,78.139999,78.349998,77.559998,78.110001,75.395462,6720500
2021-07-07,78.410004,78.610001,78.129997,78.559998,75.829819,8275100
2021-07-08,77.769997,78.300003,77.309998,78.120003,75.405121,8400400
2021-07-09,78.419998,78.690002,77.940002,77.989998,75.279633,6006500
2021-07-12,77.550003,78.430000,77.389999,77.550003,74.854919,11087900
2021-07-13,77.400002,77.769997,77.239998,77.610001,74.912842,6465800
2021-07-14,77.599998,77.720001,76.879997,77.620003,74.922493,7163200
2021-07-15,77.620003,78.040001,77.209999,77.900002,75.192764,7041300
2021-07-16,78.010002,78.379997,77.629997,78.019997,75.308586,7638200
2021-07-19,77.809998,78.339996,76.150002,77.050003,74.372307,9830600
2021-07-20,77.190002,78.129997,75.949997,76.169998,73.522881,11627600
2021-07-21,76.320000,76.459999,75.639999,76.389999,73.735237,7429300
2021-07-22,76.599998,76.790001,76.080002,76.529999,73.870377,8708900
2021-07-23,76.800003,77.680000,76.730003,77.540001,74.845276,6560800
2021-07-26,77.459999,77.610001,76.959999,77.239998,74.555695,5071800
2021-07-27,77.169998,78.129997,76.739998,77.849998,75.144493,8136000
2021-07-28,77.860001,78.669998,77.470001,78.330002,75.607811,11037900
2021-07-29,77.550003,77.919998,76.809998,76.930000,74.256462,11583000
2021-07-30,77.120003,77.760002,76.769997,76.870003,74.198563,13004500
2021-08-02,76.930000,77.260002,76.139999,76.180000,73.532532,9083400
2021-08-03,76.360001,76.809998,76.190002,76.410004,73.754547,9952400
2021-08-04,76.489998,76.489998,75.459999,75.480003,72.856865,10893400
2021-08-05,75.519997,75.690002,74.930000,75.589996,72.963028,8701600
2021-08-06,75.620003,75.660004,74.989998,75.440002,72.818245,8670700
2021-08-09,75.849998,76.220001,75.000000,75.320000,72.702423,7867000
2021-08-10,75.150002,75.360001,74.820000,75.190002,72.576950,11243100
2021-08-11,75.580002,75.769997,75.139999,75.209999,72.596245,6952200
2021-08-12,75.120003,76.059998,75.059998,76.040001,73.397400,6077100
2021-08-13,76.360001,76.769997,76.220001,76.720001,74.053772,6810400
2021-08-16,76.730003,78.010002,76.639999,77.930000,75.221718,9368400
2021-08-17,77.900002,79.059998,77.830002,78.830002,76.090439,10311600
2021-08-18,78.879997,79.070000,77.750000,77.790001,75.086586,7459100
2021-08-19,77.709999,79.139999,77.709999,78.459999,75.733299,8865400
2021-08-20,78.529999,79.199997,78.220001,78.680000,75.945656,6284200
2021-08-23,79.110001,79.230003,78.339996,78.379997,75.656075,6492600
2021-08-24,78.269997,78.269997,77.540001,77.720001,75.019020,8698100
2021-08-25,77.809998,77.809998,76.400002,77.070000,74.391602,7045800
2021-08-26,77.110001,77.320000,76.510002,76.570000,73.908981,6640400
2021-08-27,76.809998,76.970001,76.169998,76.300003,73.648369,6010000
2021-08-30,76.300003,76.839996,76.209999,76.500000,73.841408,7339700
2021-08-31,76.790001,77.099998,76.029999,76.290001,73.638718,10949500
2021-09-01,76.220001,76.800003,75.830002,76.180000,73.532532,9187200
2021-09-02,76.480003,77.139999,76.169998,77.120003,74.439865,6559400
2021-09-03,77.260002,77.379997,76.690002,77.260002,74.574997,6629800
2021-09-07,76.589996,76.870003,75.169998,75.980003,73.339485,13979500
2021-09-08,75.970001,75.970001,74.800003,75.360001,72.741028,8243000
2021-09-09,75.190002,75.190002,73.599998,73.820000,71.254547,14628700
2021-09-10,73.980003,74.209999,73.120003,73.449997,70.897408,11084500
2021-09-13,73.769997,73.830002,72.860001,73.180000,70.636795,11245200
2021-09-14,73.050003,73.139999,72.059998,72.110001,70.227760,15202800
2021-09-15,72.080002,73.150002,71.879997,72.809998,70.909485,12555900
2021-09-16,73.019997,73.019997,71.690002,71.970001,70.091415,14818900
2021-09-17,71.190002,72.000000,70.889999,71.680000,69.808983,43406600
2021-09-20,71.160004,72.610001,71.120003,71.930000,70.052460,15989400
2021-09-21,72.480003,72.680000,71.769997,71.970001,70.091415,11995900
2021-09-22,72.330002,72.410004,71.860001,72.040001,70.159584,9028700
2021-09-23,72.680000,74.040001,72.570000,73.050003,71.143219,12813500
2021-09-24,73.589996,74.629997,73.349998,73.610001,71.688599,14714700
2021-09-27,73.510002,74.269997,73.339996,73.360001,71.445129,8630600
2021-09-28,73.550003,73.820000,72.660004,73.320000,71.406181,11836200
2021-09-29,73.610001,75.699997,73.580002,75.089996,73.129967,16054500
2021-09-30,75.580002,76.650002,75.099998,75.110001,73.149452,16248600
2021-10-01,81.559998,84.339996,80.629997,81.400002,79.275261,102497300
2021-10-04,84.169998,84.559998,82.419998,83.099998,80.930893,53553300
2021-10-05,82.779999,83.389999,81.300003,81.599998,79.470047,28977800
2021-10-06,81.500000,81.680000,80.150002,80.660004,78.554581,17608000
2021-10-07,81.540001,82.669998,81.029999,81.940002,79.801170,14190500
2021-10-08,81.669998,81.800003,80.529999,80.629997,78.525360,12121100
2021-10-11,81.639999,81.639999,79.870003,79.930000,77.843636,11279700
2021-10-12,80.180000,80.180000,79.250000,79.589996,77.512505,10945000
2021-10-13,79.589996,79.660004,78.779999,78.949997,76.889214,9462600
2021-10-14,78.970001,79.669998,77.980003,78.330002,76.285400,14607900
2021-10-15,78.199997,79.059998,77.980003,78.330002,76.285400,12866800
2021-10-18,78.739998,78.739998,77.110001,77.150002,75.136208,13075500
2021-10-19,78.730003,79.519997,78.110001,79.489998,77.415123,15577100
2021-10-20,79.320000,81.250000,79.309998,81.070000,78.953880,11465500
2021-10-21,81.110001,81.260002,80.279999,81.169998,79.051270,9893600
2021-10-22,81.150002,81.480003,80.879997,81.150002,79.031792,7543600
2021-10-25,81.029999,81.720001,79.949997,81.660004,79.528481,9365900
2021-10-26,81.900002,82.360001,81.709999,82.250000,80.103073,9352500
2021-10-27,82.480003,82.480003,81.300003,81.540001,79.411613,8465400
2021-10-28,83.379997,86.860001,83.169998,86.550003,84.290840,28854700
2021-10-29,86.489998,88.459999,86.169998,88.050003,85.751686,18678600
2021-11-01,88.050003,88.629997,87.290001,87.839996,85.547165,10943900
2021-11-02,88.230003,90.419998,87.480003,89.019997,86.696365,14671400
2021-11-03,88.769997,89.419998,88.209999,88.680000,86.365242,10883900
2021-11-04,90.370003,91.400002,89.269997,90.540001,88.176697,19519800
2021-11-05,82.290001,84.000000,81.349998,81.610001,79.479790,37623900
2021-11-08,80.410004,82.879997,79.879997,82.680000,80.521858,18655700
2021-11-09,83.620003,83.709999,81.910004,82.720001,80.560806,10512000
2021-11-10,83.309998,84.019997,82.699997,84.010002,81.817131,9855900
2021-11-11,83.919998,84.260002,83.529999,84.019997,81.826874,5761500
2021-11-12,83.839996,84.199997,83.050003,84.000000,81.807404,8206700
2021-11-15,84.150002,84.180000,83.400002,83.690002,81.505501,7108200
2021-11-16,83.669998,84.690002,83.250000,84.110001,81.914528,10565200
2021-11-17,84.370003,84.669998,82.589996,82.599998,80.443939,10286300
2021-11-18,82.300003,83.139999,82.019997,83.050003,80.882195,9833600
2021-11-19,82.370003,82.750000,80.620003,80.699997,78.593536,17581100
2021-11-22,81.000000,82.070000,80.540001,81.639999,79.508995,10880200
2021-11-23,81.489998,83.589996,81.339996,82.800003,80.638725,12130800
2021-11-24,82.800003,82.900002,81.959999,82.279999,80.132294,8537000
2021-11-26,78.730003,79.930000,77.110001,79.160004,77.093735,18022000
2021-11-29,76.419998,77.500000,74.000000,74.889999,72.935196,34192400
2021-11-30,74.750000,75.029999,73.839996,74.910004,72.954674,30179900
